Antioquia	Abejorral	5002	0,2	0,25	Alta	0,13	0,07
Norte de Santander	Abrego	54003	0,3	0,2	Alta	0,07	0,04
Antioquia	Abriaquí	5004	0,2	0,25	Alta	0,13	0,07
Meta	Acacias	50006	0,3	0,3	Alta	0,17	0,06
Chocó	Acandí	27006	0,25	0,25	Alta	0,09	0,04
Huila	Acevedo	41006	0,3	0,15	Alta	0,17	0,06
Bolívar	Achí	13006	0,15	0,15	Intermedia	0,07	0,04
Huila	Agrado	41013	0,3	0,15	Alta	0,26	0,08
Cundinamarca	Agua de Dios	25001	0,2	0,2	Intermedia	0,11	0,06
Cesar	Aguachica	20011	0,15	0,15	Intermedia	0,08	0,04
Santander	Aguada	68013	0,15	0,2	Intermedia	0,17	0,09
Caldas	Aguadas	17013	0,25	0,25	Alta	0,2	0,1
Casanare	Aguazul	85010	0,3	0,2	Alta	0,14	0,06
Cesar	Agustín Codazzi	20013	0,1	0,1	Baja	0,07	0,04
Huila	Aipe	41016	0,25	0,25	Alta	0,14	0,05
Cundinamarca	Albán	25019	0,15	0,2	Intermedia	0,16	0,06
Nariño	Albán.	52019	0,25	0,25	Alta	0,16	0,08
Santander	Albania	68020	0,15	0,15	Intermedia	0,09	0,06
Caquetá	Albania.	18029	0,15	0,15	Intermedia	0,06	0,04
Guajira	Albania..	44035	0,1	0,1	Baja	0,08	0,04
Valle del Cauca	Alcalá	76020	0,25	0,25	Alta	0,16	0,1
Nariño	Aldana	52022	0,25	0,25	Alta	0,14	0,08
Antioquia	Alejandría	5021	0,15	0,2	Intermedia	0,09	0,05
Magdalena	Algarrobo	47030	0,1	0,1	Baja	0,05	0,02
Huila	Algeciras	41020	0,3	0,2	Alta	0,2	0,08
Cauca	Almaguer	19022	0,25	0,25	Alta	0,16	0,08
Boyacá	Almeida	15022	0,25	0,25	Alta	0,16	0,08
Tolima	Alpujarra	73024	0,25	0,25	Alta	0,14	0,07
Huila	Altamira	41026	0,3	0,15	Alta	0,2	0,08
Chocó	Alto Baudó	27025	0,4	0,4	Alta	0,24	0,1
Bolívar	Altos del Rosario	13030	0,15	0,15	Intermedia	0,06	0,03
Tolima	Alvarado	73026	0,2	0,2	Intermedia	0,13	0,07
Antioquia	Amagá	5030	0,2	0,25	Alta	0,16	0,09
Antioquia	Amalfi	5031	0,15	0,2	Intermedia	0,07	0,04
Tolima	Ambalema	73030	0,2	0,2	Intermedia	0,1	0,06
Cundinamarca	Anapóima	25035	0,15	0,2	Intermedia	0,13	0,06
Nariño	Ancuyá	52036	0,25	0,25	Alta	0,15	0,08
Valle del Cauca	Andalucía	76036	0,25	0,25	Alta	0,14	0,09
Antioquia	Andes	5034	0,25	0,3	Alta	0,17	0,1
Antioquia	Angelópolis	5036	0,2	0,25	Alta	0,16	0,08
Antioquia	Angostura	5038	0,15	0,2	Intermedia	0,09	0,04
Cundinamarca	Anolaima	25040	0,15	0,2	Intermedia	0,16	0,06
Antioquia	Anorí	5040	0,15	0,2	Intermedia	0,07	0,04
Caldas	Anserma	17042	0,25	0,3	Alta	0,2	0,1
Valle del Cauca	Ansermanuevo	76041	0,25	0,3	Alta	0,16	0,1
Antioquia	Anzá	5044	0,2	0,3	Alta	0,14	0,08
Tolima	Anzoátegui	73043	0,2	0,2	Intermedia	0,13	0,08
Antioquia	Apartadó	5045	0,25	0,25	Alta	0,19	0,09
Risaralda	Apía	66045	0,3	0,3	Alta	0,2	0,1
Cundinamarca	Apulo	25599	0,2	0,2	Intermedia	0,12	0,06
Boyacá	Aquitania	15047	0,25	0,3	Alta	0,16	0,08
Magdalena	Aracataca	47053	0,1	0,1	Baja	0,04	0,02
Caldas	Aranzazu	17050	0,25	0,25	Alta	0,19	0,09
Santander	Aratoca	68051	0,25	0,25	Alta	0,11	0,07
Arauca	Arauca	81001	0,15	0,15	Intermedia	0,1	0,04
Arauca	Arauquita	81065	0,2	0,15	Intermedia	0,07	0,03
Cundinamarca	Arbeláez	25053	0,2	0,2	Intermedia	0,09	0,05
Nariño	Arboleda	52051	0,25	0,25	Alta	0,15	0,08
Norte de Santander	Arboledas	54051	0,3	0,25	Alta	0,08	0,04
Antioquia	Arboletes	5051	0,1	0,2	Intermedia	0,05	0,03
Boyacá	Arcabuco	15051	0,2	0,2	Intermedia	0,09	0,05
Bolívar	Arenal	13042	0,15	0,15	Intermedia	0,05	0,04
Cauca	Argelia	19050	0,35	0,25	Alta	0,09	0,06
Antioquia	Argelia.	5055	0,15	0,2	Intermedia	0,12	0,07
Valle del Cauca	Argelia.	76054	0,3	0,3	Alta	0,16	0,1
Magdalena	Ariguaní	47058	0,1	0,1	Baja	0,04	0,02
Bolívar	Arjona	13052	0,1	0,1	Baja	0,05	0,03
Quindío	Armenia	63001	0,25	0,25	Alta	0,2	0,1
Antioquia	Armenia.	5059	0,2	0,25	Alta	0,15	0,08
Tolima	Armero	73055	0,2	0,2	Intermedia	0,1	0,06
Bolívar	Arroyohondo	13062	0,1	0,1	Baja	0,07	0,04
Cesar	Astréa	20032	0,1	0,1	Baja	0,08	0,04
Tolima	Ataco	73067	0,25	0,2	Alta	0,07	0,04
Chocó	Atrato	27050	0,35	0,35	Alta	0,24	0,1
Córdoba	Ayapel	23068	0,15	0,15	Intermedia	0,07	0,04
Chocó	Bagadó	27073	0,35	0,3	Alta	0,24	0,1
Chocó	Bahía Solano	27075	0,45	0,4	Alta	0,24	0,1
Chocó	Bajo Baudó	27077	0,45	0,4	Alta	0,24	0,1
Risaralda	Balboa	66075	0,25	0,3	Alta	0,2	0,1
Cauca	Balboa.	19075	0,3	0,25	Alta	0,16	0,08
Atlántico	Baranoa	8078	0,1	0,1	Baja	0,05	0,03
Huila	Baraya	41078	0,3	0,25	Alta	0,19	0,08
Nariño	Barbacoas	52079	0,35	0,35	Alta	0,16	0,08
Santander	Barbosa	68077	0,15	0,2	Intermedia	0,09	0,06
Antioquia	Barbosa.	5079	0,15	0,2	Intermedia	0,1	0,05
Santander	Barichara	68079	0,2	0,25	Alta	0,13	0,08
Meta	Barranca de Upía	50110	0,25	0,25	Alta	0,08	0,04
Santander	Barrancabermeja	68081	0,15	0,15	Intermedia	0,06	0,04
Guajira	Barrancas	44078	0,15	0,1	Intermedia	0,08	0,04
Bolívar	Barranco de Loba	13074	0,15	0,15	Intermedia	0,05	0,03
Guainía	Barranco Mina	94343	0,05	0,05	Baja	0,04	0,02
Atlántico	Barranquilla	8001	0,1	0,1	Baja	0,05	0,03
Cesar	Becerril	20045	0,1	0,1	Baja	0,08	0,04
Caldas	Belalcázar	17088	0,25	0,3	Alta	0,2	0,1
Nariño	Belén	52083	0,25	0,25	Alta	0,16	0,08
Chocó	Belén de Bajirá	27086	0,25	0,3	Alta	0,24	0,1
Caquetá	Belén de los Andaquíes	18094	0,2	0,15	Intermedia	0,09	0,05
Risaralda	Belén de Umbría	66088	0,25	0,3	Alta	0,2	0,1
Boyacá	Belén.	15087	0,25	0,25	Alta	0,16	0,08
Antioquia	Bello	5088	0,15	0,2	Intermedia	0,13	0,07
Antioquia	Belmira	5086	0,15	0,2	Intermedia	0,12	0,06
Cundinamarca	Beltrán	25086	0,2	0,2	Intermedia	0,13	0,06
Boyacá	Berbeo	15090	0,25	0,25	Alta	0,16	0,08
Antioquia	Betania	5091	0,25	0,3	Alta	0,16	0,1
Boyacá	Beteitiva	15092	0,25	0,25	Alta	0,16	0,08
Santander	Betulia	68092	0,2	0,2	Intermedia	0,13	0,09
Antioquia	Betulia.	5093	0,2	0,25	Alta	0,14	0,08
Cundinamarca	Bituima	25095	0,15	0,2	Intermedia	0,16	0,06
Boyacá	Boavita	15097	0,25	0,25	Alta	0,16	0,08
Norte de Santander	Bochalema	54099	0,35	0,25	Alta	0,13	0,06
Cundinamarca	Bogotá	11001	0,15	0,2	Intermedia	0,13	0,06
Cundinamarca	Bojacá	25099	0,15	0,2	Intermedia	0,11	0,06
Chocó	Bojayá.	27099	0,4	0,4	Alta	0,24	0,1
Valle del Cauca	Bolívar	76100	0,3	0,3	Alta	0,16	0,1
Cauca	Bolívar.	19100	0,25	0,25	Alta	0,15	0,07
Santander	Bolívar..	68101	0,15	0,15	Intermedia	0,07	0,04
Cesar	Bosconia	20060	0,1	0,1	Baja	0,08	0,04
Boyacá	Boyacá	15104	0,2	0,2	Intermedia	0,14	0,06
Boyacá	Briceño	15106	0,15	0,15	Intermedia	0,12	0,07
Antioquia	Briceño.	5107	0,15	0,2	Intermedia	0,12	0,06
Santander	Bucaramanga	68001	0,25	0,25	Alta	0,15	0,09
Norte de Santander	Bucarasica	54109	0,3	0,25	Alta	0,09	0,04
Valle del Cauca	Buenaventura	76109	0,4	0,35	Alta	0,13	0,08
Boyacá	Buenavista	15109	0,15	0,15	Intermedia	0,11	0,06
Quindío	Buenavista,	63111	0,25	0,2	Alta	0,19	0,09
Sucre	Buenavista.	70110	0,1	0,15	Intermedia	0,04	0,03
Córdoba	Buenavista..	23079	0,15	0,2	Intermedia	0,08	0,04
Cauca	Buenos Aires	19110	0,25	0,2	Alta	0,16	0,08
Nariño	Buesaco	52110	0,25	0,25	Alta	0,16	0,08
Valle del Cauca	Buga	76111	0,25	0,2	Alta	0,11	0,07
Valle del Cauca	Bugalagrande	76113	0,25	0,25	Alta	0,13	0,08
Antioquia	Buriticá	5113	0,2	0,25	Alta	0,12	0,07
Boyacá	Busbanzá	15114	0,25	0,25	Alta	0,16	0,08
Cundinamarca	Cabrera	25120	0,25	0,25	Alta	0,12	0,06
Santander	Cabrera.	68121	0,2	0,2	Intermedia	0,13	0,08
Meta	Cabuyaro	50124	0,2	0,2	Intermedia	0,06	0,03
Guainía	Cacahual	94886	0,05	0,05	Baja	0,04	0,02
Antioquia	Cáceres	5120	0,15	0,2	Intermedia	0,08	0,03
Cundinamarca	Cachipay	25123	0,15	0,2	Intermedia	0,15	0,06
Norte de Santander	Cáchira	54128	0,25	0,25	Alta	0,07	0,04
Norte de Santander	Cácota	54125	0,3	0,25	Alta	0,1	0,05
Antioquia	Caicedo	5125	0,2	0,25	Alta	0,13	0,07
Valle del Cauca	Caicedonia	76122	0,25	0,2	Alta	0,14	0,08
Sucre	Caimito	70124	0,15	0,15	Intermedia	0,04	0,03
Tolima	Cajamarca	73124	0,2	0,2	Intermedia	0,14	0,08
Cauca	Cajibío	19130	0,25	0,2	Alta	0,15	0,08
Cundinamarca	Cajicá	25126	0,15	0,2	Intermedia	0,09	0,05
Bolívar	Calamar	13140	0,1	0,1	Baja	0,08	0,04
Guaviare	Calamar.	95015	0,05	0,05	Baja	0,04	0,02
Quindío	Calarcá	63130	0,25	0,25	Alta	0,2	0,1
Boyacá	Caldas	15131	0,15	0,15	Intermedia	0,11	0,06
Antioquia	Caldas.	5129	0,2	0,2	Intermedia	0,16	0,08
Cauca	Caldonó	19137	0,25	0,2	Alta	0,16	0,07
Valle del Cauca	Cali	76001	0,25	0,25	Alta	0,15	0,09
Santander	California	68132	0,25	0,25	Alta	0,09	0,05
Valle del Cauca	Calima	76126	0,3	0,3	Alta	0,1	0,07
Cauca	Caloto	19142	0,25	0,2	Alta	0,16	0,07
Antioquia	Campamento	5134	0,15	0,2	Intermedia	0,08	0,04
Atlántico	Campo de la Cruz	8137	0,1	0,1	Baja	0,08	0,03
Huila	Campoalegre	41132	0,3	0,2	Alta	0,2	0,08
Boyacá	Campohermoso	15135	0,3	0,25	Alta	0,16	0,08
Córdoba	Canalete	23090	0,1	0,2	Intermedia	0,08	0,04
Valle del Cauca	Candelaria	76130	0,25	0,2	Alta	0,1	0,07
Atlántico	Candelaria.	8141	0,1	0,1	Baja	0,08	0,03
Bolívar	Cantagallo	13160	0,15	0,15	Intermedia	0,08	0,04
Chocó	Cantón de San Pablo	27135	0,4	0,4	Alta	0,24	0,1
Antioquia	Cañasgordas	5138	0,2	0,25	Alta	0,12	0,07
Cundinamarca	Caparrapí	25148	0,15	0,2	Intermedia	0,15	0,06
Santander	Capitanejo	68147	0,25	0,25	Alta	0,11	0,06
Cundinamarca	Cáqueza	25151	0,25	0,25	Alta	0,15	0,06
Antioquia	Caracolí	5142	0,15	0,2	Intermedia	0,13	0,06
Antioquia	Caramanta	5145	0,25	0,25	Alta	0,15	0,09
Santander	Carcasi	68152	0,25	0,25	Alta	0,12	0,06
Antioquia	Carepa	5147	0,25	0,25	Alta	0,16	0,08
Tolima	Carmen Apicalá	73148	0,25	0,2	Alta	0,11	0,05
Cundinamarca	Carmen de Carupa	25154	0,15	0,15	Intermedia	0,09	0,05
Antioquia	Carmen de Viboral	5148	0,15	0,2	Intermedia	0,11	0,06
Chocó	Carmen del Darién	27150	0,35	0,35	Alta	0,24	0,1
Antioquia	Carolina	5150	0,15	0,2	Intermedia	0,09	0,05
Bolívar	Cartagena	13001	0,1	0,1	Baja	0,05	0,03
Caquetá	Cartagena del Chairá	18150	0,05	0,15	Intermedia	0,04	0,02
Valle del Cauca	Cartago	76147	0,25	0,25	Alta	0,16	0,1
Vaupés	Carurú	97161	0,05	0,05	Baja	0,04	0,02
Tolima	Casabianca	73152	0,2	0,2	Intermedia	0,16	0,08
Meta	Castilla la Nueva	50150	0,2	0,25	Alta	0,07	0,03
Antioquia	Caucásia	5154	0,15	0,2	Intermedia	0,04	0,02
Santander	Cepitá	68160	0,25	0,25	Alta	0,11	0,06
Córdoba	Cereté	23162	0,1	0,15	Intermedia	0,06	0,04
Boyacá	Cerinza	15162	0,2	0,25	Alta	0,15	0,07
Santander	Cerrito	68162	0,25	0,25	Alta	0,11	0,06
Magdalena	Cerro San Antonio	47161	0,1	0,1	Baja	0,04	0,02
Chocó	Certeguí	27160	0,35	0,35	Alta	0,24	0,1
Nariño	Chachagui	52240	0,25	0,25	Alta	0,11	0,07
Cundinamarca	Chaguaní	25168	0,15	0,2	Intermedia	0,16	0,06
Sucre	Chalán	70230	0,1	0,15	Intermedia	0,08	0,04
Casanare	Chámeza	85015	0,3	0,3	Alta	0,16	0,08
Tolima	Chaparral	73168	0,25	0,2	Alta	0,08	0,05
Santander	Charalá	68167	0,2	0,25	Alta	0,08	0,05
Santander	Charta	68169	0,25	0,25	Alta	0,09	0,06
Cundinamarca	Chía	25175	0,15	0,2	Intermedia	0,09	0,05
Antioquia	Chigorodó	5172	0,25	0,3	Alta	0,19	0,1
Santander	Chima	68176	0,15	0,2	Intermedia	0,2	0,1
Córdoba	Chimá	23168	0,1	0,15	Intermedia	0,07	0,04
Cesar	Chimichagua	20175	0,1	0,1	Baja	0,08	0,04
Norte de Santander	Chinácota	54172	0,35	0,3	Alta	0,16	0,07
Boyacá	Chinavita	15172	0,2	0,25	Alta	0,16	0,08
Caldas	Chinchiná	17174	0,25	0,25	Alta	0,2	0,1
Córdoba	Chinú	23182	0,1	0,15	Intermedia	0,08	0,04
Cundinamarca	Chipaque	25178	0,2	0,25	Alta	0,11	0,05
Santander	Chipatá	68179	0,15	0,2	Intermedia	0,11	0,07
Boyacá	Chiquinquirá	15176	0,15	0,2	Intermedia	0,1	0,06
Boyacá	Chíquiza	15232	0,2	0,2	Intermedia	0,1	0,05
Cesar	Chiriguaná	20178	0,1	0,1	Baja	0,08	0,04
Boyacá	Chiscas	15180	0,25	0,3	Alta	0,16	0,08
Boyacá	Chita	15183	0,25	0,3	Alta	0,16	0,08
Norte de Santander	Chitagá	54174	0,3	0,3	Alta	0,11	0,05
Boyacá	Chitaraque	15185	0,15	0,2	Intermedia	0,1	0,06
Boyacá	Chivatá	15187	0,15	0,25	Alta	0,14	0,07
Magdalena	Chivolo	47170	0,1	0,1	Baja	0,04	0,02
Boyacá	Chivor	15236	0,25	0,25	Alta	0,16	0,08
Cundinamarca	Choachí	25181	0,2	0,25	Alta	0,12	0,06
Cundinamarca	Chocontá	25183	0,15	0,2	Intermedia	0,1	0,05
Bolívar	Cicuco	13188	0,1	0,15	Intermedia	0,04	0,03
Magdalena	Ciénaga	47189	0,1	0,1	Baja	0,06	0,02
Córdoba	Ciénaga de Oro	23189	0,1	0,15	Intermedia	0,08	0,04
Boyacá	Ciénega	15189	0,2	0,25	Alta	0,16	0,08
Santander	Cimitarra	68190	0,15	0,15	Intermedia	0,06	0,04
Quindío	Circasia	63190	0,25	0,25	Alta	0,2	0,11
Antioquia	Cisneros	5190	0,15	0,2	Intermedia	0,09	0,04
Antioquia	Ciudad Bolivar	5101	0,25	0,3	Alta	0,16	0,1
Bolívar	Clemencia	13222	0,1	0,1	Baja	0,05	0,03
Antioquia	Cocorná	5197	0,15	0,2	Intermedia	0,11	0,06
Tolima	Coello	73200	0,2	0,2	Intermedia	0,11	0,06
Cundinamarca	Cogua	25200	0,15	0,2	Intermedia	0,09	0,05
Huila	Colombia	41206	0,3	0,25	Alta	0,19	0,08
Putumayo	Colón	86219	0,25	0,25	Alta	0,13	0,08
Nariño	Colón.	52203	0,25	0,25	Alta	0,15	0,08
Sucre	Coloso	70204	0,1	0,15	Intermedia	0,07	0,04
Boyacá	Cómbita	15204	0,2	0,2	Intermedia	0,11	0,05
Santander	Concepción	68207	0,25	0,25	Alta	0,12	0,06
Antioquia	Concepción.	5206	0,15	0,2	Intermedia	0,1	0,05
Magdalena	Concordia	47205	0,1	0,1	Baja	0,04	0,02
Antioquia	Concordia.	5209	0,25	0,25	Alta	0,15	0,08
Chocó	Condoto	27205	0,35	0,35	Alta	0,24	0,1
Santander	Confines	68209	0,2	0,2	Intermedia	0,09	0,06
Nariño	Consacá	52207	0,25	0,25	Alta	0,11	0,07
Nariño	Contadero	52210	0,25	0,25	Alta	0,12	0,07
Santander	Contratación	68211	0,15	0,2	Intermedia	0,2	0,1
Norte de Santander	Convención	54206	0,2	0,15	Intermedia	0,04	0,02
Antioquia	Copacabana	5212	0,15	0,2	Intermedia	0,12	0,06
Boyacá	Coper	15212	0,15	0,15	Intermedia	0,11	0,06
Bolívar	Córdoba	13212	0,1	0,1	Baja	0,05	0,03
Quindío	Córdoba	63212	0,25	0,2	Alta	0,2	0,1
Nariño	Córdoba.	52215	0,25	0,25	Alta	0,16	0,08
Cauca	Corinto	19212	0,25	0,2	Alta	0,12	0,06
Santander	Coromoro	68217	0,2	0,25	Alta	0,09	0,06
Sucre	Corozal	70215	0,1	0,15	Intermedia	0,05	0,04
Boyacá	Corrales	15215	0,25	0,25	Alta	0,16	0,08
Cundinamarca	Cota	25214	0,15	0,2	Intermedia	0,09	0,05
Córdoba	Cotorra	23300	0,1	0,15	Intermedia	0,06	0,03
Boyacá	Covarachia	15218	0,2	0,25	Alta	0,14	0,07
Tolima	Coyaima	73217	0,25	0,2	Alta	0,09	0,05
Arauca	Cravo Norte	81220	0,05	0,05	Baja	0,03	0,02
Nariño	Cuaspud	52224	0,25	0,25	Alta	0,14	0,08
Boyacá	Cubará	15223	0,3	0,3	Alta	0,16	0,08
Boyacá	Cucaita	15224	0,2	0,2	Intermedia	0,11	0,05
Cundinamarca	Cucunubá	25224	0,15	0,2	Intermedia	0,09	0,05
Norte de Santander	Cúcuta	54001	0,35	0,25	Alta	0,25	0,1
Norte de Santander	Cucutilla	54223	0,3	0,25	Alta	0,08	0,04
Boyacá	Cuitiva	15226	0,25	0,25	Alta	0,16	0,08
Meta	Cumaral	50226	0,25	0,25	Alta	0,09	0,04
Vichada	Cumaribo	99773	0,05	0,05	Baja	0,04	0,02
Nariño	Cumbal	52227	0,3	0,25	Alta	0,16	0,08
Nariño	Cumbitará	52233	0,3	0,3	Alta	0,1	0,07
Tolima	Cunday	73226	0,25	0,2	Alta	0,09	0,05
Santander	Curití	68229	0,2	0,25	Alta	0,1	0,06
Caquetá	Currillo	18205	0,15	0,2	Intermedia	0,06	0,03
Cesar	Curumaní	20228	0,15	0,1	Intermedia	0,08	0,04
Antioquia	Dabeiba	5234	0,25	0,3	Alta	0,13	0,08
Valle del Cauca	Dagua	76233	0,25	0,25	Alta	0,09	0,06
Guajira	Dibulla	44090	0,15	0,1	Intermedia	0,08	0,04
Guajira	Distracción	44098	0,15	0,1	Intermedia	0,08	0,04
